time_iso8601,stars_cumulative
2021-02-18 00:00:00+00:00,155
2021-02-19 00:00:00+00:00,157
2021-02-20 00:00:00+00:00,160
2021-02-21 00:00:00+00:00,161
2021-02-22 00:00:00+00:00,162
2021-02-26 00:00:00+00:00,163
2021-02-27 00:00:00+00:00,164
2021-03-01 00:00:00+00:00,166
2021-03-02 00:00:00+00:00,167
2021-03-03 00:00:00+00:00,170
2021-03-04 00:00:00+00:00,171
2021-03-05 00:00:00+00:00,172
2021-03-06 00:00:00+00:00,173
2021-03-07 00:00:00+00:00,175
2021-03-08 00:00:00+00:00,176
2021-03-09 00:00:00+00:00,179
2021-03-11 00:00:00+00:00,180
2021-03-13 00:00:00+00:00,181
2021-03-14 00:00:00+00:00,184
2021-03-15 00:00:00+00:00,185
2021-03-16 00:00:00+00:00,186
2021-03-17 00:00:00+00:00,188
2021-03-18 00:00:00+00:00,190
2021-03-19 00:00:00+00:00,191
2021-03-20 00:00:00+00:00,192
2021-03-21 00:00:00+00:00,193
2021-03-24 00:00:00+00:00,194
2021-03-25 00:00:00+00:00,196
2021-03-26 00:00:00+00:00,197
2021-03-28 00:00:00+00:00,198
2021-03-29 00:00:00+00:00,199
2021-03-30 00:00:00+00:00,200
2021-04-02 00:00:00+00:00,201
2021-04-06 00:00:00+00:00,202
2021-04-09 00:00:00+00:00,203
2021-04-12 00:00:00+00:00,205
2021-04-13 00:00:00+00:00,206
2021-04-14 00:00:00+00:00,207
2021-04-16 00:00:00+00:00,209
2021-04-23 00:00:00+00:00,210
2021-04-24 00:00:00+00:00,212
2021-04-25 00:00:00+00:00,214
2021-04-27 00:00:00+00:00,215
2021-04-28 00:00:00+00:00,218
2021-04-29 00:00:00+00:00,219
2021-05-04 00:00:00+00:00,220
2021-05-06 00:00:00+00:00,224
2021-05-07 00:00:00+00:00,226
2021-05-08 00:00:00+00:00,227
2021-05-09 00:00:00+00:00,231
2021-05-12 00:00:00+00:00,232
2021-05-13 00:00:00+00:00,233
2021-05-14 00:00:00+00:00,234
2021-05-15 00:00:00+00:00,236
2021-05-16 00:00:00+00:00,237
2021-05-17 00:00:00+00:00,238
2021-05-20 00:00:00+00:00,239
2021-05-25 00:00:00+00:00,241
2021-05-28 00:00:00+00:00,242
2021-05-29 00:00:00+00:00,243
2021-06-01 00:00:00+00:00,244
2021-06-03 00:00:00+00:00,247
2021-06-04 00:00:00+00:00,249
2021-06-05 00:00:00+00:00,250
2021-06-07 00:00:00+00:00,251
2021-06-08 00:00:00+00:00,252
2021-06-09 00:00:00+00:00,255
2021-06-10 00:00:00+00:00,260
2021-06-11 00:00:00+00:00,262
2021-06-12 00:00:00+00:00,263
2021-06-14 00:00:00+00:00,264
2021-06-16 00:00:00+00:00,265
2021-06-17 00:00:00+00:00,266
2021-06-19 00:00:00+00:00,268
2021-06-20 00:00:00+00:00,269
2021-06-22 00:00:00+00:00,270
2021-06-23 00:00:00+00:00,272
2021-06-24 00:00:00+00:00,274
2021-06-26 00:00:00+00:00,275
2021-07-02 00:00:00+00:00,277
2021-07-03 00:00:00+00:00,278
2021-07-08 00:00:00+00:00,279
2021-07-11 00:00:00+00:00,280
2021-07-13 00:00:00+00:00,281
2021-07-14 00:00:00+00:00,282
2021-07-15 00:00:00+00:00,283
2021-07-16 00:00:00+00:00,285
2021-07-17 00:00:00+00:00,286
2021-07-18 00:00:00+00:00,287
2021-07-19 00:00:00+00:00,288
2021-07-20 00:00:00+00:00,289
2021-07-23 00:00:00+00:00,290
2021-07-26 00:00:00+00:00,291
2021-07-27 00:00:00+00:00,293
2021-07-29 00:00:00+00:00,295
2021-08-01 00:00:00+00:00,296
2021-08-02 00:00:00+00:00,297
2021-08-03 00:00:00+00:00,299
2021-08-04 00:00:00+00:00,300
2021-08-05 00:00:00+00:00,301
2021-08-06 00:00:00+00:00,303
2021-08-09 00:00:00+00:00,304
2021-08-10 00:00:00+00:00,306
2021-08-11 00:00:00+00:00,308
2021-08-13 00:00:00+00:00,311
2021-08-15 00:00:00+00:00,312
2021-08-16 00:00:00+00:00,313
2021-08-17 00:00:00+00:00,314
2021-08-18 00:00:00+00:00,316
2021-08-19 00:00:00+00:00,317
2021-08-20 00:00:00+00:00,319
2021-08-21 00:00:00+00:00,321
2021-08-23 00:00:00+00:00,322
2021-08-25 00:00:00+00:00,323
2021-08-26 00:00:00+00:00,325
2021-08-27 00:00:00+00:00,326
2021-08-28 00:00:00+00:00,329
2021-08-29 00:00:00+00:00,330
2021-08-30 00:00:00+00:00,333
2021-08-31 00:00:00+00:00,335
2021-09-01 00:00:00+00:00,336
2021-09-02 00:00:00+00:00,339
2021-09-03 00:00:00+00:00,341
2021-09-06 00:00:00+00:00,342
2021-09-09 00:00:00+00:00,344
2021-09-12 00:00:00+00:00,345
2021-09-13 00:00:00+00:00,346
2021-09-15 00:00:00+00:00,348
2021-09-16 00:00:00+00:00,350
2021-09-17 00:00:00+00:00,354
2021-09-18 00:00:00+00:00,355
2021-09-21 00:00:00+00:00,356
2021-09-22 00:00:00+00:00,358
2021-09-24 00:00:00+00:00,360
2021-09-25 00:00:00+00:00,362
2021-09-26 00:00:00+00:00,364
2021-09-27 00:00:00+00:00,365
2021-09-28 00:00:00+00:00,367
2021-09-30 00:00:00+00:00,369
2021-10-01 00:00:00+00:00,371
2021-10-03 00:00:00+00:00,374
2021-10-04 00:00:00+00:00,375
2021-10-05 00:00:00+00:00,377
2021-10-06 00:00:00+00:00,378
2021-10-08 00:00:00+00:00,379
2021-10-10 00:00:00+00:00,382
2021-10-11 00:00:00+00:00,383
2021-10-12 00:00:00+00:00,385
2021-10-13 00:00:00+00:00,388
2021-10-14 00:00:00+00:00,390
2021-10-15 00:00:00+00:00,392
2021-10-16 00:00:00+00:00,393
2021-10-17 00:00:00+00:00,396
2021-10-18 00:00:00+00:00,397
2021-10-19 00:00:00+00:00,398
2021-10-20 00:00:00+00:00,399
2021-10-22 00:00:00+00:00,400
2021-10-23 00:00:00+00:00,404
2021-10-24 00:00:00+00:00,405
2021-10-27 00:00:00+00:00,406
2021-10-28 00:00:00+00:00,408
2021-10-29 00:00:00+00:00,410
2021-10-30 00:00:00+00:00,411
2021-10-31 00:00:00+00:00,412
2021-11-01 00:00:00+00:00,414
2021-11-02 00:00:00+00:00,416
2021-11-03 00:00:00+00:00,419
2021-11-04 00:00:00+00:00,428
2021-11-05 00:00:00+00:00,436
2021-11-06 00:00:00+00:00,438
2021-11-07 00:00:00+00:00,439
2021-11-08 00:00:00+00:00,440
2021-11-09 00:00:00+00:00,441
2021-11-10 00:00:00+00:00,444
2021-11-11 00:00:00+00:00,445
2021-11-12 00:00:00+00:00,447
2021-11-13 00:00:00+00:00,448
2021-11-14 00:00:00+00:00,451
2021-11-18 00:00:00+00:00,453
2021-11-19 00:00:00+00:00,454
2021-11-20 00:00:00+00:00,455
2021-11-21 00:00:00+00:00,460
2021-11-22 00:00:00+00:00,462
2021-11-23 00:00:00+00:00,465
2021-11-24 00:00:00+00:00,467
2021-11-25 00:00:00+00:00,468
2021-11-27 00:00:00+00:00,469
2021-11-28 00:00:00+00:00,472
2021-11-29 00:00:00+00:00,473
2021-12-03 00:00:00+00:00,476
2021-12-04 00:00:00+00:00,477
2021-12-05 00:00:00+00:00,478
2021-12-06 00:00:00+00:00,482
2021-12-07 00:00:00+00:00,483
2021-12-08 00:00:00+00:00,484
2021-12-10 00:00:00+00:00,487
2021-12-11 00:00:00+00:00,490
2021-12-12 00:00:00+00:00,493
2021-12-14 00:00:00+00:00,494
2021-12-15 00:00:00+00:00,498
2021-12-16 00:00:00+00:00,499
2021-12-18 00:00:00+00:00,502
2021-12-19 00:00:00+00:00,507
2021-12-20 00:00:00+00:00,508
2021-12-21 00:00:00+00:00,510
2021-12-22 00:00:00+00:00,511
2021-12-24 00:00:00+00:00,512
2021-12-25 00:00:00+00:00,515
2021-12-26 00:00:00+00:00,516
2021-12-27 00:00:00+00:00,519
2021-12-28 00:00:00+00:00,521
2021-12-29 00:00:00+00:00,522
2021-12-31 00:00:00+00:00,523
2022-01-01 00:00:00+00:00,525
2022-01-03 00:00:00+00:00,526
2022-01-04 00:00:00+00:00,528
2022-01-05 00:00:00+00:00,529
2022-01-06 00:00:00+00:00,532
2022-01-07 00:00:00+00:00,534
2022-01-08 00:00:00+00:00,536
2022-01-09 00:00:00+00:00,538
2022-01-10 00:00:00+00:00,542
2022-01-11 00:00:00+00:00,543
2022-01-12 00:00:00+00:00,547
2022-01-14 00:00:00+00:00,552
2022-01-16 00:00:00+00:00,557
2022-01-17 00:00:00+00:00,558
2022-01-18 00:00:00+00:00,559
2022-01-20 00:00:00+00:00,560
2022-01-22 00:00:00+00:00,562
2022-01-23 00:00:00+00:00,567
2022-01-24 00:00:00+00:00,568
2022-01-25 00:00:00+00:00,569
2022-01-26 00:00:00+00:00,571
2022-01-27 00:00:00+00:00,572
2022-01-28 00:00:00+00:00,574
2022-01-30 00:00:00+00:00,576
2022-02-01 00:00:00+00:00,577
2022-02-02 00:00:00+00:00,578
2022-02-04 00:00:00+00:00,579
2022-02-05 00:00:00+00:00,581
2022-02-06 00:00:00+00:00,585
2022-02-07 00:00:00+00:00,587
2022-02-08 00:00:00+00:00,588
2022-02-09 00:00:00+00:00,590
2022-02-10 00:00:00+00:00,592
2022-02-11 00:00:00+00:00,594
2022-02-13 00:00:00+00:00,597
2022-02-14 00:00:00+00:00,598
2022-02-17 00:00:00+00:00,599
2022-02-18 00:00:00+00:00,602
2022-02-22 00:00:00+00:00,606
2022-02-23 00:00:00+00:00,609
2022-02-25 00:00:00+00:00,612
2022-02-26 00:00:00+00:00,616
2022-02-27 00:00:00+00:00,617
2022-02-28 00:00:00+00:00,620
2022-03-01 00:00:00+00:00,622
2022-03-02 00:00:00+00:00,625
2022-03-05 00:00:00+00:00,627
2022-03-06 00:00:00+00:00,628
2022-03-07 00:00:00+00:00,629
2022-03-09 00:00:00+00:00,633
2022-03-10 00:00:00+00:00,635
2022-03-14 00:00:00+00:00,637
2022-03-16 00:00:00+00:00,638
2022-03-17 00:00:00+00:00,639
2022-03-19 00:00:00+00:00,641
2022-03-20 00:00:00+00:00,649
2022-03-21 00:00:00+00:00,656
2022-03-22 00:00:00+00:00,658
2022-03-23 00:00:00+00:00,661
2022-03-24 00:00:00+00:00,667
2022-03-25 00:00:00+00:00,669
2022-03-26 00:00:00+00:00,670
2022-03-29 00:00:00+00:00,674
2022-03-31 00:00:00+00:00,675
2022-04-01 00:00:00+00:00,679
2022-04-02 00:00:00+00:00,681
2022-04-03 00:00:00+00:00,682
2022-04-04 00:00:00+00:00,685
2022-04-05 00:00:00+00:00,688
2022-04-06 00:00:00+00:00,689
2022-04-07 00:00:00+00:00,692
2022-04-08 00:00:00+00:00,694
2022-04-11 00:00:00+00:00,696
2022-04-12 00:00:00+00:00,698
2022-04-13 00:00:00+00:00,701
2022-04-14 00:00:00+00:00,702
2022-04-15 00:00:00+00:00,704
2022-04-16 00:00:00+00:00,708
2022-04-17 00:00:00+00:00,712
2022-04-18 00:00:00+00:00,715
2022-04-19 00:00:00+00:00,718
2022-04-20 00:00:00+00:00,721
2022-04-21 00:00:00+00:00,724
2022-04-22 00:00:00+00:00,725
2022-04-23 00:00:00+00:00,726
2022-04-24 00:00:00+00:00,727
2022-04-26 00:00:00+00:00,729
2022-04-27 00:00:00+00:00,730
2022-04-29 00:00:00+00:00,733
2022-04-30 00:00:00+00:00,735
2022-05-01 00:00:00+00:00,736
2022-05-02 00:00:00+00:00,748
2022-05-03 00:00:00+00:00,755
2022-05-04 00:00:00+00:00,757
2022-05-05 00:00:00+00:00,758
2022-05-06 00:00:00+00:00,759
2022-05-09 00:00:00+00:00,762
2022-05-10 00:00:00+00:00,763
2022-05-11 00:00:00+00:00,764
2022-05-12 00:00:00+00:00,766
2022-05-13 00:00:00+00:00,767
2022-05-14 00:00:00+00:00,769
2022-05-16 00:00:00+00:00,770
2022-05-19 00:00:00+00:00,774
2022-05-20 00:00:00+00:00,776
2022-05-21 00:00:00+00:00,788
2022-05-24 00:00:00+00:00,789
2022-05-25 00:00:00+00:00,791
2022-05-26 00:00:00+00:00,792
2022-05-27 00:00:00+00:00,793
2022-05-28 00:00:00+00:00,794
2022-05-29 00:00:00+00:00,796
2022-05-30 00:00:00+00:00,798
2022-05-31 00:00:00+00:00,799
2022-06-01 00:00:00+00:00,801
2022-06-06 00:00:00+00:00,803
2022-06-12 00:00:00+00:00,805
2022-06-13 00:00:00+00:00,807
2022-06-14 00:00:00+00:00,808
2022-06-17 00:00:00+00:00,809
2022-06-20 00:00:00+00:00,810
2022-06-23 00:00:00+00:00,813
2022-06-24 00:00:00+00:00,814
2022-06-26 00:00:00+00:00,815
2022-06-27 00:00:00+00:00,816
2022-06-28 00:00:00+00:00,818
2022-06-30 00:00:00+00:00,819
2022-07-01 00:00:00+00:00,821
2022-07-02 00:00:00+00:00,822
2022-07-03 00:00:00+00:00,827
2022-07-04 00:00:00+00:00,842
2022-07-05 00:00:00+00:00,845
2022-07-06 00:00:00+00:00,846
2022-07-07 00:00:00+00:00,847
2022-07-08 00:00:00+00:00,848
2022-07-11 00:00:00+00:00,849
2022-07-12 00:00:00+00:00,850
2022-07-13 00:00:00+00:00,852
2022-07-14 00:00:00+00:00,853
2022-07-15 00:00:00+00:00,854
2022-07-16 00:00:00+00:00,855
2022-07-17 00:00:00+00:00,857
2022-07-18 00:00:00+00:00,858
2022-07-19 00:00:00+00:00,859
2022-07-20 00:00:00+00:00,860
2022-07-21 00:00:00+00:00,863
2022-07-22 00:00:00+00:00,866
2022-07-23 00:00:00+00:00,868
2022-07-24 00:00:00+00:00,870
2022-07-27 00:00:00+00:00,872
2022-07-28 00:00:00+00:00,874
2022-07-29 00:00:00+00:00,875
2022-07-31 00:00:00+00:00,876
2022-08-01 00:00:00+00:00,877
2022-08-02 00:00:00+00:00,878
2022-08-03 00:00:00+00:00,880
2022-08-08 00:00:00+00:00,881
2022-08-10 00:00:00+00:00,882
2022-08-11 00:00:00+00:00,884
2022-08-14 00:00:00+00:00,885
2022-08-15 00:00:00+00:00,886
2022-08-16 00:00:00+00:00,888
2022-08-17 00:00:00+00:00,890
2022-08-21 00:00:00+00:00,891
2022-08-22 00:00:00+00:00,892
2022-08-23 00:00:00+00:00,894
2022-08-24 00:00:00+00:00,895
